URI,parent_stop,longitude,latitude,name,alternative-nl,alternative-fr,alternative-de,alternative-en,platform
http://irail.be/stations/NMBS/008895000#1,http://irail.be/stations/NMBS/008895000,4.03964900,50.9428180,Aalst platform 1,Aalst perron 1,Alost voie 1,Aalst gleiss 1,Aalst platform 1,1
http://irail.be/stations/NMBS/008895000#2,http://irail.be/stations/NMBS/008895000,4.03964900,50.9428180,Aalst platform 2,Aalst perron 2,Alost voie 2,Aalst gleiss 2,Aalst platform 2,2
http://irail.be/stations/NMBS/008895000#3,http://irail.be/stations/NMBS/008895000,4.03964900,50.9428180,Aalst platform 3,Aalst perron 3,Alost voie 3,Aalst gleiss 3,Aalst platform 3,3
http://irail.be/stations/NMBS/008895000#4,http://irail.be/stations/NMBS/008895000,4.03964900,50.9428180,Aalst platform 4,Aalst perron 4,Alost voie 4,Aalst gleiss 4,Aalst platform 4,4
http://irail.be/stations/NMBS/008895000#5,http://irail.be/stations/NMBS/008895000,4.03964900,50.9428180,Aalst platform 5,Aalst perron 5,Alost voie 5,Aalst gleiss 5,Aalst platform 5,5
http://irail.be/stations/NMBS/008895000#6,http://irail.be/stations/NMBS/008895000,4.03964900,50.9428180,Aalst platform 6,Aalst perron 6,Alost voie 6,Aalst gleiss 6,Aalst platform 6,6
http://irail.be/stations/NMBS/008895000#7,http://irail.be/stations/NMBS/008895000,4.03964900,50.9428180,Aalst platform 7,Aalst perron 7,Alost voie 7,Aalst gleiss 7,Aalst platform 7,7
http://irail.be/stations/NMBS/008895125#1,http://irail.be/stations/NMBS/008895125,4.02441200,50.9483790,Aalst-Kerrebroek platform 1,Aalst-Kerrebroek perron 1,Alost Kerrebroek voie 1,Aalst-Kerrebroek gleiss 1,Aalst-Kerrebroek platform 1,1
http://irail.be/stations/NMBS/008843331#1,http://irail.be/stations/NMBS/008843331,5.32049000,50.5460100,Amay platform 1,Amay perron 1,Amay voie 1,Amay gleiss 1,Amay platform 1,1
http://irail.be/stations/NMBS/008843331#2,http://irail.be/stations/NMBS/008843331,5.32049000,50.5460100,Amay platform 2,Amay perron 2,Amay voie 2,Amay gleiss 2,Amay platform 2,2
http://irail.be/stations/NMBS/008843323#1,http://irail.be/stations/NMBS/008843323,5.28972700,50.5392200,Ampsin platform 1,Ampsin perron 1,Ampsin voie 1,Ampsin gleiss 1,Ampsin platform 1,1
http://irail.be/stations/NMBS/008843323#2,http://irail.be/stations/NMBS/008843323,5.28972700,50.5392200,Ampsin platform 2,Ampsin perron 2,Ampsin voie 2,Ampsin gleiss 2,Ampsin platform 2,2
http://irail.be/stations/NMBS/008863404#1,http://irail.be/stations/NMBS/008863404,5.09470100,50.4967640,Andenne platform 1,Andenne perron 1,Andenne voie 1,Andenne gleiss 1,Andenne platform 1,1
http://irail.be/stations/NMBS/008863404#2,http://irail.be/stations/NMBS/008863404,5.09470100,50.4967640,Andenne platform 2,Andenne perron 2,Andenne voie 2,Andenne gleiss 2,Andenne platform 2,2
http://irail.be/stations/NMBS/008842002#1,http://irail.be/stations/NMBS/008842002,5.59983000,50.6131440,Angleur platform 1,Angleur perron 1,Angleur voie 1,Angleur gleiss 1,Angleur platform 1,1
http://irail.be/stations/NMBS/008842002#2,http://irail.be/stations/NMBS/008842002,5.59983000,50.6131440,Angleur platform 2,Angleur perron 2,Angleur voie 2,Angleur gleiss 2,Angleur platform 2,2
http://irail.be/stations/NMBS/008842002#4,http://irail.be/stations/NMBS/008842002,5.59983000,50.6131440,Angleur platform 4,Angleur perron 4,Angleur voie 4,Angleur gleiss 4,Angleur platform 4,4
http://irail.be/stations/NMBS/008842002#5,http://irail.be/stations/NMBS/008842002,5.59983000,50.6131440,Angleur platform 5,Angleur perron 5,Angleur voie 5,Angleur gleiss 5,Angleur platform 5,5
http://irail.be/stations/NMBS/008841202#1,http://irail.be/stations/NMBS/008841202,5.50970000,50.6612100,Ans platform 1,Ans perron 1,Ans voie 1,Ans gleiss 1,Ans platform 1,1
http://irail.be/stations/NMBS/008841202#2,http://irail.be/stations/NMBS/008841202,5.50970000,50.6612100,Ans platform 2,Ans perron 2,Ans voie 2,Ans gleiss 2,Ans platform 2,2
http://irail.be/stations/NMBS/008841202#3,http://irail.be/stations/NMBS/008841202,5.50970000,50.6612100,Ans platform 3,Ans perron 3,Ans voie 3,Ans gleiss 3,Ans platform 3,3
http://irail.be/stations/NMBS/008841202#4,http://irail.be/stations/NMBS/008841202,5.50970000,50.6612100,Ans platform 4,Ans perron 4,Ans voie 4,Ans gleiss 4,Ans platform 4,4
http://irail.be/stations/NMBS/008841202#5,http://irail.be/stations/NMBS/008841202,5.50970000,50.6612100,Ans platform 5,Ans perron 5,Ans voie 5,Ans gleiss 5,Ans platform 5,5
http://irail.be/stations/NMBS/008863818#1,http://irail.be/stations/NMBS/008863818,4.90553000,50.2380200,Anseremme platform 1,Anseremme perron 1,Anseremme voie 1,Anseremme gleiss 1,Anseremme platform 1,1
http://irail.be/stations/NMBS/008863818#2,http://irail.be/stations/NMBS/008863818,4.90553000,50.2380200,Anseremme platform 2,Anseremme perron 2,Anseremme voie 2,Anseremme gleiss 2,Anseremme platform 2,2
http://irail.be/stations/NMBS/008885522#1,http://irail.be/stations/NMBS/008885522,3.45131000,50.5696300,Antoing platform 1,Antoing perron 1,Antoing voie 1,Antoing gleiss 1,Antoing platform 1,1
http://irail.be/stations/NMBS/008885522#2,http://irail.be/stations/NMBS/008885522,3.45131000,50.5696300,Antoing platform 2,Antoing perron 2,Antoing voie 2,Antoing gleiss 2,Antoing platform 2,2
http://irail.be/stations/NMBS/008821121#10,http://irail.be/stations/NMBS/008821121,4.43221900,51.1992280,Antwerpen-Berchem platform 10,Antwerpen-Berchem perron 10,Anvers-Berchem voie 10,Antwerpen-Berchem gleiss 10,Antwerp-Berchem platform 10,10
http://irail.be/stations/NMBS/008821121#3,http://irail.be/stations/NMBS/008821121,4.43221900,51.1992300,Antwerpen-Berchem platform 3,Antwerpen-Berchem perron 3,Anvers-Berchem voie 3,Antwerpen-Berchem gleiss 3,Antwerp-Berchem platform 3,3
http://irail.be/stations/NMBS/008821121#5,http://irail.be/stations/NMBS/008821121,4.43221900,51.1992280,Antwerpen-Berchem platform 5,Antwerpen-Berchem perron 5,Anvers-Berchem voie 5,Antwerpen-Berchem gleiss 5,Antwerp-Berchem platform 5,5
http://irail.be/stations/NMBS/008821121#6,http://irail.be/stations/NMBS/008821121,4.43221900,51.1992280,Antwerpen-Berchem platform 6,Antwerpen-Berchem perron 6,Anvers-Berchem voie 6,Antwerpen-Berchem gleiss 6,Antwerp-Berchem platform 6,6
http://irail.be/stations/NMBS/008821121#7,http://irail.be/stations/NMBS/008821121,4.43221900,51.1992280,Antwerpen-Berchem platform 7,Antwerpen-Berchem perron 7,Anvers-Berchem voie 7,Antwerpen-Berchem gleiss 7,Antwerp-Berchem platform 7,7
http://irail.be/stations/NMBS/008821121#8,http://irail.be/stations/NMBS/008821121,4.43221900,51.1992280,Antwerpen-Berchem platform 8,Antwerpen-Berchem perron 8,Anvers-Berchem voie 8,Antwerpen-Berchem gleiss 8,Antwerp-Berchem platform 8,8
http://irail.be/stations/NMBS/008821121#9,http://irail.be/stations/NMBS/008821121,4.43221900,51.1992280,Antwerpen-Berchem platform 9,Antwerpen-Berchem perron 9,Anvers-Berchem voie 9,Antwerpen-Berchem gleiss 9,Antwerp-Berchem platform 9,9
http://irail.be/stations/NMBS/008821006#1,http://irail.be/stations/NMBS/008821006,4.42109800,51.2171990,Antwerpen-Centraal platform 1,Antwerpen-Centraal perron 1,Anvers-Central voie 1,Antwerpen-Centraal gleiss 1,Antwerp-Central platform 1,1
http://irail.be/stations/NMBS/008821006#11,http://irail.be/stations/NMBS/008821006,4.42109800,51.2171990,Antwerpen-Centraal platform 11,Antwerpen-Centraal perron 11,Anvers-Central voie 11,Antwerpen-Centraal gleiss 11,Antwerp-Central platform 11,11
http://irail.be/stations/NMBS/008821006#12,http://irail.be/stations/NMBS/008821006,4.42109800,51.2171990,Antwerpen-Centraal platform 12,Antwerpen-Centraal perron 12,Anvers-Central voie 12,Antwerpen-Centraal gleiss 12,Antwerp-Central platform 12,12
http://irail.be/stations/NMBS/008821006#13,http://irail.be/stations/NMBS/008821006,4.42109800,51.2171990,Antwerpen-Centraal platform 13,Antwerpen-Centraal perron 13,Anvers-Central voie 13,Antwerpen-Centraal gleiss 13,Antwerp-Central platform 13,13
http://irail.be/stations/NMBS/008821006#14,http://irail.be/stations/NMBS/008821006,4.42109800,51.2171990,Antwerpen-Centraal platform 14,Antwerpen-Centraal perron 14,Anvers-Central voie 14,Antwerpen-Centraal gleiss 14,Antwerp-Central platform 14,14
http://irail.be/stations/NMBS/008821006#2,http://irail.be/stations/NMBS/008821006,4.42109800,51.2171990,Antwerpen-Centraal platform 2,Antwerpen-Centraal perron 2,Anvers-Central voie 2,Antwerpen-Centraal gleiss 2,Antwerp-Central platform 2,2
http://irail.be/stations/NMBS/008821006#21,http://irail.be/stations/NMBS/008821006,4.42109800,51.2171990,Antwerpen-Centraal platform 21,Antwerpen-Centraal perron 21,Anvers-Central voie 21,Antwerpen-Centraal gleiss 21,Antwerp-Central platform 21,21
http://irail.be/stations/NMBS/008821006#22,http://irail.be/stations/NMBS/008821006,4.42109800,51.2171990,Antwerpen-Centraal platform 22,Antwerpen-Centraal perron 22,Anvers-Central voie 22,Antwerpen-Centraal gleiss 22,Antwerp-Central platform 22,22
http://irail.be/stations/NMBS/008821006#23,http://irail.be/stations/NMBS/008821006,4.42109800,51.2171990,Antwerpen-Centraal platform 23,Antwerpen-Centraal perron 23,Anvers-Central voie 23,Antwerpen-Centraal gleiss 23,Antwerp-Central platform 23,23
http://irail.be/stations/NMBS/008821006#24,http://irail.be/stations/NMBS/008821006,4.42109800,51.2171990,Antwerpen-Centraal platform 24,Antwerpen-Centraal perron 24,Anvers-Central voie 24,Antwerpen-Centraal gleiss 24,Antwerp-Central platform 24,24
http://irail.be/stations/NMBS/008821006#3,http://irail.be/stations/NMBS/008821006,4.42109800,51.2171990,Antwerpen-Centraal platform 3,Antwerpen-Centraal perron 3,Anvers-Central voie 3,Antwerpen-Centraal gleiss 3,Antwerp-Central platform 3,3
http://irail.be/stations/NMBS/008821006#4,http://irail.be/stations/NMBS/008821006,4.42109800,51.2171990,Antwerpen-Centraal platform 4,Antwerpen-Centraal perron 4,Anvers-Central voie 4,Antwerpen-Centraal gleiss 4,Antwerp-Central platform 4,4
http://irail.be/stations/NMBS/008821006#5,http://irail.be/stations/NMBS/008821006,4.42109800,51.2171990,Antwerpen-Centraal platform 5,Antwerpen-Centraal perron 5,Anvers-Central voie 5,Antwerpen-Centraal gleiss 5,Antwerp-Central platform 5,5
http://irail.be/stations/NMBS/008821006#6,http://irail.be/stations/NMBS/008821006,4.42109800,51.2171990,Antwerpen-Centraal platform 6,Antwerpen-Centraal perron 6,Anvers-Central voie 6,Antwerpen-Centraal gleiss 6,Antwerp-Central platform 6,6
http://irail.be/stations/NMBS/008821063#1,http://irail.be/stations/NMBS/008821063,4.42503300,51.2441300,Antwerpen-Luchtbal platform 1,Antwerpen-Luchtbal perron 1,Anvers-Luchtbal voie 1,Antwerpen-Luchtbal gleiss 1,Antwerp-Luchtbal platform 1,1
http://irail.be/stations/NMBS/008821063#2,http://irail.be/stations/NMBS/008821063,4.42503300,51.2441300,Antwerpen-Luchtbal platform 2,Antwerpen-Luchtbal perron 2,Anvers-Luchtbal voie 2,Antwerpen-Luchtbal gleiss 2,Antwerp-Luchtbal platform 2,2
http://irail.be/stations/NMBS/008821063#3,http://irail.be/stations/NMBS/008821063,4.42503300,51.2441300,Antwerpen-Luchtbal platform 3,Antwerpen-Luchtbal perron 3,Anvers-Luchtbal voie 3,Antwerpen-Luchtbal gleiss 3,Antwerp-Luchtbal platform 3,3
http://irail.be/stations/NMBS/008821089#1,http://irail.be/stations/NMBS/008821089,4.42791000,51.2616400,Antwerpen-Noorderdokken platform 1,Antwerpen-Noorderdokken perron 1,Anvers-Noorderdokken voie 1,Antwerpen-Noorderdokken gleiss 1,Antwerp-Noorderdokken platform 1,1
http://irail.be/stations/NMBS/008821089#2,http://irail.be/stations/NMBS/008821089,4.42791000,51.2616400,Antwerpen-Noorderdokken platform 2,Antwerpen-Noorderdokken perron 2,Anvers-Noorderdokken voie 2,Antwerpen-Noorderdokken gleiss 2,Antwerp-Noorderdokken platform 2,2
http://irail.be/stations/NMBS/008821196#1,http://irail.be/stations/NMBS/008821196,4.39026400,51.1978330,Antwerpen-Zuid platform 1,Antwerpen-Zuid perron 1,Anvers-Sud voie 1,Antwerpen-Zuid gleiss 1,Antwerp-South platform 1,1
http://irail.be/stations/NMBS/008821196#2,http://irail.be/stations/NMBS/008821196,4.39026400,51.1978330,Antwerpen-Zuid platform 2,Antwerpen-Zuid perron 2,Anvers-Sud voie 2,Antwerpen-Zuid gleiss 2,Antwerp-South platform 2,2
http://irail.be/stations/NMBS/008821196#3,http://irail.be/stations/NMBS/008821196,4.39026400,51.1978330,Antwerpen-Zuid platform 3,Antwerpen-Zuid perron 3,Anvers-Sud voie 3,Antwerpen-Zuid gleiss 3,Antwerp-South platform 3,3
http://irail.be/stations/NMBS/008821196#4,http://irail.be/stations/NMBS/008821196,4.39026400,51.1978330,Antwerpen-Zuid platform 4,Antwerpen-Zuid perron 4,Anvers-Sud voie 4,Antwerpen-Zuid gleiss 4,Antwerp-South platform 4,4
http://irail.be/stations/NMBS/008892734#1,http://irail.be/stations/NMBS/008892734,3.49501300,50.8263850,Anzegem platform 1,Anzegem perron 1,Anzegem voie 1,Anzegem gleiss 1,Anzegem platform 1,1
http://irail.be/stations/NMBS/008892734#2,http://irail.be/stations/NMBS/008892734,3.49501300,50.8263850,Anzegem platform 2,Anzegem perron 2,Anzegem voie 2,Anzegem gleiss 2,Anzegem platform 2,2
http://irail.be/stations/NMBS/008895745#1,http://irail.be/stations/NMBS/008895745,3.97210700,50.8130670,Appelterre platform 1,Appelterre perron 1,Appelterre voie 1,Appelterre gleiss 1,Appelterre platform 1,1
http://irail.be/stations/NMBS/008895745#2,http://irail.be/stations/NMBS/008895745,3.97210700,50.8130670,Appelterre platform 2,Appelterre perron 2,Appelterre voie 2,Appelterre gleiss 2,Appelterre platform 2,2
http://irail.be/stations/NMBS/008814472#1,http://irail.be/stations/NMBS/008814472,4.39854000,50.8099190,Arcaden/Arcades platform 1,Arcaden perron 1,Arcades voie 1,Arcades gleiss 1,Arcaden platform 1,1
http://irail.be/stations/NMBS/008814472#2,http://irail.be/stations/NMBS/008814472,4.39854000,50.8099190,Arcaden/Arcades platform 2,Arcaden perron 2,Arcades voie 2,Arcades gleiss 2,Arcaden platform 2,2
http://irail.be/stations/NMBS/008811759#1,http://irail.be/stations/NMBS/008811759,4.66244100,50.7543470,Archennes platform 1,Eerken perron 1,Archennes voie 1,Archennes gleiss 1,Archennes platform 1,1
http://irail.be/stations/NMBS/008811759#2,http://irail.be/stations/NMBS/008811759,4.66244100,50.7543470,Archennes platform 2,Eerken perron 2,Archennes voie 2,Archennes gleiss 2,Archennes platform 2,2
http://irail.be/stations/NMBS/008866001#1,http://irail.be/stations/NMBS/008866001,5.80997200,49.6805320,Arlon platform 1,Aarlen perron 1,Arlon voie 1,Arel gleiss 1,Arlon platform 1,1
http://irail.be/stations/NMBS/008866001#2,http://irail.be/stations/NMBS/008866001,5.80997200,49.6805320,Arlon platform 2,Aarlen perron 2,Arlon voie 2,Arel gleiss 2,Arlon platform 2,2
http://irail.be/stations/NMBS/008866001#3,http://irail.be/stations/NMBS/008866001,5.80997200,49.6805320,Arlon platform 3,Aarlen perron 3,Arlon voie 3,Arel gleiss 3,Arlon platform 3,3
http://irail.be/stations/NMBS/008866001#4,http://irail.be/stations/NMBS/008866001,5.80997200,49.6805320,Arlon platform 4,Aarlen perron 4,Arlon voie 4,Arel gleiss 4,Arlon platform 4,4
http://irail.be/stations/NMBS/008866001#5,http://irail.be/stations/NMBS/008866001,5.80997200,49.6805320,Arlon platform 5,Aarlen perron 5,Arlon voie 5,Arel gleiss 5,Arlon platform 5,5
http://irail.be/stations/NMBS/008866001#8,http://irail.be/stations/NMBS/008866001,5.80997200,49.6805300,Arlon platform 8,Aarlen perron 8,Arlon voie 8,Arel gleiss 8,Arlon platform 8,8
http://irail.be/stations/NMBS/008812070#1,http://irail.be/stations/NMBS/008812070,4.20798800,50.9064850,Asse platform 1,Asse perron 1,Asse voie 1,Asse gleiss 1,Asse platform 1,1
http://irail.be/stations/NMBS/008812070#2,http://irail.be/stations/NMBS/008812070,4.20798800,50.9064850,Asse platform 2,Asse perron 2,Asse voie 2,Asse gleiss 2,Asse platform 2,2
http://irail.be/stations/NMBS/008864931#1,http://irail.be/stations/NMBS/008864931,5.02283600,50.3681360,Assesse platform 1,Assesse perron 1,Assesse voie 1,Assesse gleiss 1,Assesse platform 1,1
http://irail.be/stations/NMBS/008864931#2,http://irail.be/stations/NMBS/008864931,5.02283600,50.3681360,Assesse platform 2,Assesse perron 2,Assesse voie 2,Assesse gleiss 2,Assesse platform 2,2
http://irail.be/stations/NMBS/008886009#1,http://irail.be/stations/NMBS/008886009,3.77742800,50.6269360,Ath platform 1,Aat perron 1,Ath voie 1,Ath gleiss 1,Ath platform 1,1
http://irail.be/stations/NMBS/008886009#2,http://irail.be/stations/NMBS/008886009,3.77742800,50.6269360,Ath platform 2,Aat perron 2,Ath voie 2,Ath gleiss 2,Ath platform 2,2
http://irail.be/stations/NMBS/008886009#3,http://irail.be/stations/NMBS/008886009,3.77742800,50.6269360,Ath platform 3,Aat perron 3,Ath voie 3,Ath gleiss 3,Ath platform 3,3
http://irail.be/stations/NMBS/008886009#4,http://irail.be/stations/NMBS/008886009,3.77742800,50.6269360,Ath platform 4,Aat perron 4,Ath voie 4,Ath gleiss 4,Ath platform 4,4
http://irail.be/stations/NMBS/008886009#5,http://irail.be/stations/NMBS/008886009,3.77742800,50.6269360,Ath platform 5,Aat perron 5,Ath voie 5,Ath gleiss 5,Ath platform 5,5
http://irail.be/stations/NMBS/008866605#1,http://irail.be/stations/NMBS/008866605,5.82894400,49.5633440,Athus platform 1,Athus perron 1,Athus voie 1,Athem gleiss 1,Athus platform 1,1
http://irail.be/stations/NMBS/008866605#2,http://irail.be/stations/NMBS/008866605,5.82894400,49.5633440,Athus platform 2,Athus perron 2,Athus voie 2,Athem gleiss 2,Athus platform 2,2
http://irail.be/stations/NMBS/008866605#3,http://irail.be/stations/NMBS/008866605,5.82894400,49.5633440,Athus platform 3,Athus perron 3,Athus voie 3,Athem gleiss 3,Athus platform 3,3
http://irail.be/stations/NMBS/008866654#1,http://irail.be/stations/NMBS/008866654,5.79805800,49.5640950,Aubange platform 1,Aubange perron 1,Aubange voie 1,Aubange gleiss 1,Aubange platform 1,1
http://irail.be/stations/NMBS/008866654#2,http://irail.be/stations/NMBS/008866654,5.79805800,49.5640950,Aubange platform 2,Aubange perron 2,Aubange voie 2,Aubange gleiss 2,Aubange platform 2,2
http://irail.be/stations/NMBS/008892601#1,http://irail.be/stations/NMBS/008892601,3.60038800,50.8501160,Oudenaarde platform 1,Oudenaarde perron 1,Audenarde voie 1,Oudenaarde gleiss 1,Oudenaarde platform 1,1
http://irail.be/stations/NMBS/008892601#2,http://irail.be/stations/NMBS/008892601,3.60038800,50.8501160,Oudenaarde platform 2,Oudenaarde perron 2,Audenarde voie 2,Oudenaarde gleiss 2,Oudenaarde platform 2,2
http://irail.be/stations/NMBS/008892601#3,http://irail.be/stations/NMBS/008892601,3.60038800,50.8501160,Oudenaarde platform 3,Oudenaarde perron 3,Audenarde voie 3,Oudenaarde gleiss 3,Oudenaarde platform 3,3
http://irail.be/stations/NMBS/008892601#4,http://irail.be/stations/NMBS/008892601,3.60038800,50.8501160,Oudenaarde platform 4,Oudenaarde perron 4,Audenarde voie 4,Oudenaarde gleiss 4,Oudenaarde platform 4,4
http://irail.be/stations/NMBS/008892601#5,http://irail.be/stations/NMBS/008892601,3.60038800,50.8501160,Oudenaarde platform 5,Oudenaarde perron 5,Audenarde voie 5,Oudenaarde gleiss 5,Oudenaarde platform 5,5
http://irail.be/stations/NMBS/008874716#1,http://irail.be/stations/NMBS/008874716,4.63053400,50.4492000,Auvelais platform 1,Auvelais perron 1,Auvelais voie 1,Auvelais gleiss 1,Auvelais platform 1,1
http://irail.be/stations/NMBS/008874716#2,http://irail.be/stations/NMBS/008874716,4.63053400,50.4492000,Auvelais platform 2,Auvelais perron 2,Auvelais voie 2,Auvelais gleiss 2,Auvelais platform 2,2
http://irail.be/stations/NMBS/008864352#1,http://irail.be/stations/NMBS/008864352,5.30109600,50.2241310,Aye platform 1,Aye perron 1,Aye voie 1,Aye gleiss 1,Aye platform 1,1
http://irail.be/stations/NMBS/008864352#2,http://irail.be/stations/NMBS/008864352,5.30109600,50.2241310,Aye platform 2,Aye perron 2,Aye voie 2,Aye gleiss 2,Aye platform 2,2
http://irail.be/stations/NMBS/008842754#1,http://irail.be/stations/NMBS/008842754,5.67249600,50.4729360,Aywaille platform 1,Aywaille perron 1,Aywaille voie 1,Aywaille gleiss 1,Aywaille platform 1,1
http://irail.be/stations/NMBS/008842754#2,http://irail.be/stations/NMBS/008842754,5.67249600,50.4729360,Aywaille platform 2,Aywaille perron 2,Aywaille voie 2,Aywaille gleiss 2,Aywaille platform 2,2
http://irail.be/stations/NMBS/008822160#1,http://irail.be/stations/NMBS/008822160,4.15349600,51.0194360,Baasrode-Zuid platform 1,Baasrode-Zuid perron 1,Baesrode-Sud voie 1,Baasrode-Zuid gleiss 1,Baasrode-Zuid platform 1,1
http://irail.be/stations/NMBS/008822160#2,http://irail.be/stations/NMBS/008822160,4.15349600,51.0194360,Baasrode-Zuid platform 2,Baasrode-Zuid perron 2,Baesrode-Sud voie 2,Baasrode-Zuid gleiss 2,Baasrode-Zuid platform 2,2
http://irail.be/stations/NMBS/008895257#1,http://irail.be/stations/NMBS/008895257,3.79142300,50.9196080,Balegem-Dorp platform 1,Balegem-Dorp perron 1,Balegem-Dorp voie 1,Balegem-Dorp gleiss 1,Balegem-Dorp platform 1,1
http://irail.be/stations/NMBS/008895257#2,http://irail.be/stations/NMBS/008895257,3.79142300,50.9196080,Balegem-Dorp platform 2,Balegem-Dorp perron 2,Balegem-Dorp voie 2,Balegem-Dorp gleiss 2,Balegem-Dorp platform 2,2
http://irail.be/stations/NMBS/008895240#1,http://irail.be/stations/NMBS/008895240,3.80587000,50.9005140,Balegem-Zuid platform 1,Balegem-Zuid perron 1,Balegem-Zuid voie 1,Balegem-Zuid gleiss 1,Balegem-Zuid platform 1,1
http://irail.be/stations/NMBS/008895240#2,http://irail.be/stations/NMBS/008895240,3.80587000,50.9005140,Balegem-Zuid platform 2,Balegem-Zuid perron 2,Balegem-Zuid voie 2,Balegem-Zuid gleiss 2,Balegem-Zuid platform 2,2
http://irail.be/stations/NMBS/008832045#1,http://irail.be/stations/NMBS/008832045,5.16498500,51.1690980,Balen platform 1,Balen perron 1,Baelen voie 1,Balen gleiss 1,Balen platform 1,1
http://irail.be/stations/NMBS/008895463#1,http://irail.be/stations/NMBS/008895463,3.93571500,50.9137680,Bambrugge platform 1,Bambrugge perron 1,Bambrugge voie 1,Bambrugge gleiss 1,Bambrugge platform 1,1
http://irail.be/stations/NMBS/008864451#1,http://irail.be/stations/NMBS/008864451,5.50154000,50.3494200,Barvaux platform 1,Barvaux perron 1,Barvaux voie 1,Barvaux gleiss 1,Barvaux platform 1,1
http://irail.be/stations/NMBS/008843430#1,http://irail.be/stations/NMBS/008843430,5.19094000,50.5226300,Bas-Oha platform 1,Bas-Oha perron 1,Bas-Oha voie 1,Bas-Oha gleiss 1,Bas-Oha platform 1,1
http://irail.be/stations/NMBS/008843430#2,http://irail.be/stations/NMBS/008843430,5.19094000,50.5226300,Bas-Oha platform 2,Bas-Oha perron 2,Bas-Oha voie 2,Bas-Oha gleiss 2,Bas-Oha platform 2,2
http://irail.be/stations/NMBS/008811734#1,http://irail.be/stations/NMBS/008811734,4.62165300,50.7244210,Basse-Wavre platform 1,Basse-Wavre perron 1,Basse-Wavre voie 1,Basse-Wavre gleiss 1,Basse-Wavre platform 1,1
http://irail.be/stations/NMBS/008811734#2,http://irail.be/stations/NMBS/008811734,4.62165300,50.7244210,Basse-Wavre platform 2,Basse-Wavre perron 2,Basse-Wavre voie 2,Basse-Wavre gleiss 2,Basse-Wavre platform 2,2
http://irail.be/stations/NMBS/008863867#1,http://irail.be/stations/NMBS/008863867,4.95684000,50.1144330,Beauraing platform 1,Beauraing perron 1,Beauraing voie 1,Beauraing gleiss 1,Beauraing platform 1,1
http://irail.be/stations/NMBS/008863867#2,http://irail.be/stations/NMBS/008863867,4.95684000,50.1144330,Beauraing platform 2,Beauraing perron 2,Beauraing voie 2,Beauraing gleiss 2,Beauraing platform 2,2
http://irail.be/stations/NMBS/008863867#3,http://irail.be/stations/NMBS/008863867,4.95684000,50.1144300,Beauraing platform 3,Beauraing perron 3,Beauraing voie 3,Beauraing gleiss 3,Beauraing platform 3,3
http://irail.be/stations/NMBS/008891124#1,http://irail.be/stations/NMBS/008891124,3.32989000,51.1280100,Beernem platform 1,Beernem perron 1,Beernem voie 1,Beernem gleiss 1,Beernem platform 1,1
http://irail.be/stations/NMBS/008891124#2,http://irail.be/stations/NMBS/008891124,3.32989000,51.1280100,Beernem platform 2,Beernem perron 2,Beernem voie 2,Beernem gleiss 2,Beernem platform 2,2
http://irail.be/stations/NMBS/008814423#1,http://irail.be/stations/NMBS/008814423,4.30260300,50.7666130,Beersel platform 1,Beersel perron 1,Beersel voie 1,Beersel gleiss 1,Beersel platform 1,1
http://irail.be/stations/NMBS/008814423#2,http://irail.be/stations/NMBS/008814423,4.30260300,50.7666130,Beersel platform 2,Beersel perron 2,Beersel voie 2,Beersel gleiss 2,Beersel platform 2,2
http://irail.be/stations/NMBS/008894151#1,http://irail.be/stations/NMBS/008894151,3.87938300,51.0875270,Beervelde platform 1,Beervelde perron 1,Beervelde voie 1,Beervelde gleiss 1,Beervelde platform 1,1
http://irail.be/stations/NMBS/008894151#2,http://irail.be/stations/NMBS/008894151,3.87938300,51.0875270,Beervelde platform 2,Beervelde perron 2,Beervelde voie 2,Beervelde gleiss 2,Beervelde platform 2,2
http://irail.be/stations/NMBS/008821865#1,http://irail.be/stations/NMBS/008821865,4.80034000,51.0219700,Begijnendijk platform 1,Begijnendijk perron 1,Begijnendijk voie 1,Begijnendijk gleiss 1,Begijnendijk platform 1,1
http://irail.be/stations/NMBS/008821865#2,http://irail.be/stations/NMBS/008821865,4.80034000,51.0219700,Begijnendijk platform 2,Begijnendijk perron 2,Begijnendijk voie 2,Begijnendijk gleiss 2,Begijnendijk platform 2,2
http://irail.be/stations/NMBS/008871183#1,http://irail.be/stations/NMBS/008871183,4.40630700,50.3338940,Beignée platform 1,Beignée perron 1,Beignée voie 1,Beignée gleiss 1,Beignée platform 1,1
http://irail.be/stations/NMBS/008871183#2,http://irail.be/stations/NMBS/008871183,4.40630700,50.3338940,Beignée platform 2,Beignée perron 2,Beignée voie 2,Beignée gleiss 2,Beignée platform 2,2
http://irail.be/stations/NMBS/008891157#1,http://irail.be/stations/NMBS/008891157,3.48737000,51.0839100,Bellem platform 1,Bellem perron 1,Bellem voie 1,Bellem gleiss 1,Bellem platform 1,1
http://irail.be/stations/NMBS/008891157#2,http://irail.be/stations/NMBS/008891157,3.48737000,51.0839100,Bellem platform 2,Bellem perron 2,Bellem voie 2,Bellem gleiss 2,Bellem platform 2,2
http://irail.be/stations/NMBS/008894433#1,http://irail.be/stations/NMBS/008894433,4.08861000,51.1509930,Belsele platform 1,Belsele perron 1,Belsele voie 1,Belsele gleiss 1,Belsele platform 1,1
